ID,GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,SEGURO,FUGA,P_FUGA,FUGA_PRIMA
3388,M,1200000.0,59,TEC,CAS,121,226.0,CONCEPCION,0,0,6050039,0,8,0,19334,1.0,6000000,NO,0.0,0.08272937685251236,1
3389,F,7000000.0,32,TEC,SOL,90,89.0,SANTIAGO,0,111037,0,0,1,26827,0,1.0,8000000,NO,0.0,0.010535740293562412,0
3390,M,623000.0,26,TEC,SOL,42,31.0,COQUIMBO,0,453140,0,0,602,0,0,1.0,1800000,NO,0.0,0.3909832537174225,1
3391,M,2077000.0,53,UNV,CAS,31,119.0,SANTIAGO,1161905,5435,0,275880,3915,0,0,1.0,7500000,NO,1.0,0.8298081755638123,1
3392,F,5580000.0,40,MED,SOL,65,516.0,LLO-LLEO,0,279189,0,0,0,4865,0,0.0,4300000,NO,0.0,0.004048731178045273,0
3393,M,1380000.0,48,UNV,SOL,90,93.0,SANTIAGO,0,444248,0,289226,172,5169,103,2.0,6400000,NO,1.0,0.936028003692627,1
3394,M,1070000.0,32,TEC,SOL,27,226.0,CONCEPCION,0,62875,0,0,920,0,20,3.0,2600000,NO,0.0,0.4045853614807129,1
3395,F,460000.0,40,MED,CAS,24,88.0,SANTIAGO,0,0,0,0,5,0,0,1.0,750000,NO,0.0,0.13262592256069183,1
3396,F,500000.0,45,MED,CAS,138,1.0,ARICA,0,203955,0,0,5,0,293,2.0,1400000,NO,1.0,0.5791205167770386,1
3397,F,6390000.0,30,TEC,SOL,106,284.0,OSORNO,0,521925,0,0,0,12465,0,0.0,1800000,NO,0.0,0.002271042438223958,0
3398,F,448000.0,64,TEC,CAS,21,16.0,ANTOFAGASTA,0,206224,0,0,98,0,0,1.0,600000,NO,0.0,0.09118534624576569,1
3399,F,49500.0,52,TEC,SOL,23,166.0,ROMERAL,0,9399,0,571944,0,0,4008,0.0,3000000,SI,0.0,0.0027516649570316076,0
3400,M,650000.0,27,UNV,SOL,47,66.0,VALPARAISO,0,154567,0,0,0,0,78,0.0,2100000,NO,0.0,0.03230227530002594,0
3401,F,50000.0,43,TEC,SOL,24,116.0,SANTIAGO,0,0,0,176374,0,0,217,0.0,2600000,SI,0.0,0.0019337859703227878,0
3402,M,9600000.0,38,UNV,CAS,65,118.0,SANTIAGO,250101,104667,0,0,826,0,0,2.0,1500000,NO,1.0,0.9624872803688049,1
3403,M,669000.0,41,MED,CAS,23,173.0,TALCA,0,250360,0,0,208,0,2685,1.0,2400000,NO,0.0,0.3772513270378113,1
3404,M,820000.0,36,MED,CAS,54,88.0,SANTIAGO,0,372170,0,0,0,0,26738,0.0,3600000,NO,0.0,0.006679031066596508,0
3405,M,440000.0,55,TEC,SOL,84,85.0,SANTIAGO,0,179,0,21552,46,0,0,1.0,1600000,NO,1.0,0.8719103932380676,1
3406,M,445000.0,32,UNV,CAS,29,92.0,SANTIAGO,0,459546,0,0,0,0,175,0.0,1300000,NO,0.0,0.007100982125848532,0
3407,F,790000.0,38,TEC,CAS,103,89.0,SANTIAGO,0,42789,0,354609,1615,0,122,3.0,1400000,NO,0.0,0.03674479201436043,0
3408,M,635000.0,54,UNV,SOL,127,105.0,SANTIAGO,0,63267,0,22394,1625,0,30,3.0,900000,NO,1.0,0.9210404753684998,1
3409,M,5820000.0,40,MED,CAS,55,90.0,SANTIAGO,0,51097,0,0,0,8477,0,1.0,3800000,NO,1.0,0.9477034211158752,1
3410,M,1270000.0,47,MED,CAS,138,1.0,ARICA,632605,273645,0,244472,61,0,1,1.0,4200000,NO,1.0,0.8850437998771667,1
3411,F,500000.0,27,TEC,CAS,138,85.0,SANTIAGO,0,66369,0,90984,374,0,1368,3.0,1500000,NO,0.0,0.22955630719661713,1
3412,M,717000.0,47,UNV,CAS,138,1.0,ARICA,0,115896,0,113583,702,0,145,3.0,1500000,NO,1.0,0.9440142512321472,1
3413,F,9000000.0,36,TEC,SOL,71,326.0,PUNTA ARENAS,0,541510,0,36190,0,0,17,0.0,1200000,NO,0.0,0.002439376898109913,0
3414,F,9000000.0,38,TEC,SOL,84,80.0,SANTIAGO,0,0,0,0,0,27711,0,0.0,2600000,NO,0.0,0.0018606793601065874,0
3415,M,850000.0,50,TEC,CAS,92,105.0,SANTIAGO,0,93729,0,347486,495,0,17,2.0,3100000,SI,1.0,0.8675726652145386,1
3416,F,50000.0,48,TEC,SOL,90,88.0,SANTIAGO,0,36056,0,112651,177,0,30,1.0,1800000,SI,0.0,0.06132139638066292,1
3417,F,664000.0,30,TEC,SOL,71,326.0,PUNTA ARENAS,0,105560,0,45254,26,4490,32,1.0,2500000,NO,0.0,0.042023543268442154,0
3418,F,48700.0,42,MED,SOL,44,253.0,TEMUCO,1228021,45098,0,835847,2103,0,350,1.0,1600000,SI,0.0,0.017643200233578682,0
3419,F,6000000.0,37,TEC,SOL,29,83.0,SANTIAGO,0,383083,0,0,123,0,34,1.0,1200000,NO,0.0,0.009129100479185581,0
3420,M,6640000.0,42,UNV,CAS,102,90.0,SANTIAGO,0,732787,0,0,0,0,0,1.0,3200000,NO,1.0,0.9906366467475891,1
3421,M,489000.0,38,MED,CAS,52,99.0,SANTIAGO,0,0,0,0,0,0,4,0.0,2000000,NO,0.0,0.00818439107388258,0
3422,F,7500000.0,35,TEC,SOL,81,59.0,QUILLOTA,0,268531,0,0,0,890,0,0.0,1800000,NO,0.0,0.0021834943909198046,0
3423,M,700000.0,50,UNV,CAS,95,316.0,AYSEN,881953,0,0,0,0,0,0,0.0,1800000,NO,0.0,0.00909398403018713,0
3424,M,850000.0,49,UNV,SOL,18,89.0,SANTIAGO,120001,0,0,0,382,10911,0,3.0,3400000,NO,1.0,0.9202038645744324,1
3425,M,1368000.0,45,UNV,CAS,138,1.0,ARICA,341261,1192394,0,11331,1642,0,15227,3.0,1000000,NO,1.0,0.9353708624839783,1
3426,F,8230000.0,41,TEC,SOL,72,504.0,EL SALVADOR,0,39311,0,0,77,0,0,1.0,1900000,NO,0.0,0.05417745187878609,1
3427,M,700000.0,59,TEC,SOL,90,67.0,VINA DEL MAR,0,1063269,0,0,0,0,4,0.0,1300000,NO,0.0,0.006664365064352751,0
3428,M,68000.0,48,UNV,CAS,31,119.0,SANTIAGO,0,495958,0,208994,0,0,51167,1.0,6100000,SI,1.0,0.9880490899085999,1
3429,F,600000.0,30,TEC,SOL,10,5.0,IQUIQUE,0,267791,0,116739,76,0,273,1.0,2200000,NO,0.0,0.03638162091374397,0
3430,F,770000.0,49,MED,CAS,138,85.0,SANTIAGO,0,2080,0,185604,1254,0,146,3.0,1800000,NO,0.0,0.4392128586769104,1
3431,M,1500000.0,43,MED,CAS,48,88.0,SANTIAGO,0,401968,0,0,27,3192,0,1.0,6700000,NO,1.0,0.5978981852531433,1
3432,F,2736000.0,54,MED,SEP,85,88.0,SANTIAGO,0,0,0,0,120,8601,383,1.0,8000000,NO,0.0,0.03474289923906326,0
3433,F,1004000.0,53,TEC,SOL,27,226.0,CONCEPCION,1957674,127702,0,757440,850,4294,910,1.0,1200000,SI,0.0,0.2746356725692749,1
3434,F,590000.0,30,UNV,SOL,68,213.0,LOS ANGELES,0,235494,0,1603,304,2438,127,2.0,1700000,NO,1.0,0.5929415225982666,1
3435,M,2013000.0,33,UNV,CAS,27,226.0,CONCEPCION,0,71757,0,481550,2478,1091,1130,3.0,500000,NO,1.0,0.7629474997520447,1
3436,M,950000.0,41,UNV,CAS,49,80.0,SANTIAGO,0,95732,0,27553,0,3884,0,1.0,4300000,SI,1.0,0.9454511404037476,1
3437,M,750000.0,40,UNV,SOL,31,119.0,SANTIAGO,0,188800,0,84683,443,0,63,2.0,2600000,NO,1.0,0.9266749024391174,1
3438,M,50000.0,52,MED,CAS,55,90.0,SANTIAGO,0,606830,0,0,3,0,3179,1.0,6800000,SI,1.0,0.9668290615081787,1
3439,F,570000.0,58,TEC,SOL,43,70.0,QUILPUE,0,57259,644821,24453,0,0,1133,0.0,2200000,NO,0.0,0.006295618135482073,0
3440,M,500000.0,39,UNV,SEP,71,326.0,PUNTA ARENAS,0,0,0,0,43,0,37,2.0,2000000,NO,0.0,0.07078034430742264,1
3441,M,83800.0,43,UNV,CAS,55,90.0,SANTIAGO,97246,0,0,0,683,0,0,3.0,3200000,NO,1.0,0.9767460823059082,1
3442,M,951000.0,35,UNV,CAS,44,131.0,RANCAGUA,0,173300,3706130,0,0,0,4007,0.0,4600000,NO,0.0,0.012646389193832874,0
3443,M,7890000.0,43,UNV,CAS,80,88.0,SANTIAGO,0,256742,0,49098,41,0,191,1.0,8000000,NO,1.0,0.8458325862884521,1
3444,M,760000.0,52,UNV,SOL,90,106.0,SANTIAGO,654314,218451,0,0,1274,0,0,2.0,1400000,NO,1.0,0.9578608274459839,1
3445,F,558000.0,49,UNV,CAS,138,1.0,ARICA,0,5535,0,71833,127,0,133,1.0,2000000,NO,1.0,0.9354221820831299,1
3446,F,823000.0,54,UNV,CAS,48,87.0,SANTIAGO,0,4839,0,258954,399,0,397,1.0,3700000,NO,1.0,0.8577682375907898,1
3447,M,77900.0,52,UNV,CAS,55,90.0,SANTIAGO,0,317480,0,0,67,0,0,2.0,1700000,NO,1.0,0.9925985336303711,1
3448,M,85600.0,45,BAS,CAS,55,90.0,SANTIAGO,0,0,0,112380,0,0,199,1.0,2500000,NO,1.0,0.9790542125701904,1
3449,M,460000.0,49,UNV,SOL,138,1.0,ARICA,0,418191,0,0,2,1716,0,1.0,1200000,NO,1.0,0.8843868970870972,1
3450,M,470000.0,35,TEC,CAS,15,66.0,VALPARAISO,0,134090,937983,0,0,0,1136,0.0,1700000,SI,0.0,0.00537753663957119,0
3451,M,1387000.0,30,MED,SOL,104,88.0,SANTIAGO,0,492170,0,0,1147,19020,2158,2.0,3800000,NO,0.0,0.2377433031797409,1
3452,M,540000.0,51,TEC,CAS,138,1.0,ARICA,0,366391,0,19946,755,0,0,2.0,600000,NO,1.0,0.8032963275909424,1
3453,F,77000.0,31,MED,SOL,24,88.0,SANTIAGO,0,722339,0,0,0,0,3293,0.0,8000000,SI,0.0,0.002071143127977848,0
3454,M,1506000.0,41,MED,CAS,102,105.0,SANTIAGO,0,43302,0,385704,217,1877,53,1.0,7200000,SI,0.0,0.2853187918663025,1
3455,F,71000.0,60,MED,SOL,18,88.0,SANTIAGO,0,0,0,0,0,11607,52,0.0,6000000,SI,0.0,0.0020485352724790573,0
3456,M,1024000.0,46,UNV,CAS,138,1.0,ARICA,0,22708,0,869295,820,5706,184,2.0,4200000,NO,1.0,0.9368203282356262,1
3457,M,1600000.0,46,UNV,CAS,138,1.0,ARICA,2506012,832931,0,0,3503,13409,154,1.0,3900000,NO,1.0,0.9518689513206482,1
3458,M,750000.0,32,UNV,CAS,27,226.0,CONCEPCION,0,804066,0,89234,214,2264,497,1.0,2000000,NO,0.0,0.23448707163333893,1
3459,F,1300000.0,50,UNV,SOL,85,93.0,SANTIAGO,0,23064,0,0,294,0,0,3.0,6100000,NO,1.0,0.8030766844749451,1
3460,M,450000.0,52,UNV,SOL,27,226.0,CONCEPCION,255652,2733,0,162394,552,0,79,1.0,500000,SI,1.0,0.9329795837402344,1
3461,F,60000.0,43,TEC,SOL,90,90.0,SANTIAGO,0,744187,0,0,0,0,5380,0.0,8000000,SI,0.0,0.0019272849895060062,0
3462,M,1500000.0,45,MED,CAS,123,88.0,SANTIAGO,0,394805,0,0,303,0,0,1.0,7000000,NO,1.0,0.7873950600624084,1
3463,F,70200.0,60,TEC,SOL,29,80.0,SANTIAGO,0,1524293,0,0,15,0,0,1.0,3300000,SI,0.0,0.004906634800136089,0
3464,M,700000.0,50,MED,CAS,146,88.0,SANTIAGO,0,469559,0,159340,36,0,1,1.0,1700000,NO,1.0,0.7371743321418762,1
3465,F,870000.0,51,UNV,CAS,138,1.0,ARICA,0,324484,0,141500,106,0,244,1.0,3700000,NO,1.0,0.8799784779548645,1
3466,F,630000.0,47,MED,CAS,81,59.0,QUILLOTA,0,0,0,0,0,11856,0,0.0,2600000,NO,0.0,0.005138509441167116,0
3467,M,445000.0,32,UNV,CAS,29,92.0,SANTIAGO,0,229583,0,0,0,0,59,0.0,1300000,NO,0.0,0.006117360666394234,0
3468,F,650000.0,28,TEC,SOL,90,83.0,SANTIAGO,0,185705,0,0,0,0,0,0.0,1900000,NO,0.0,0.0035012965090572834,0
3469,M,900000.0,50,UNV,SOL,127,88.0,SANTIAGO,0,187026,0,143477,50,15364,230,2.0,4100000,NO,1.0,0.9748109579086304,1
3470,F,1142000.0,55,MED,CAS,28,80.0,SANTIAGO,0,362500,0,0,265,0,1684,1.0,5400000,NO,0.0,0.17128001153469086,1
3471,M,570000.0,38,UNV,SOL,25,81.0,SANTIAGO,167155,0,0,0,569,0,0,1.0,700000,NO,0.0,0.06563963741064072,1
3472,F,440000.0,36,TEC,CAS,21,502.0,CHUQUICAMATA,0,0,0,69508,0,0,39,0.0,1800000,NO,0.0,0.004303852561861277,0
3473,F,80000.0,50,TEC,SOL,56,138.0,RENGO,0,276450,0,727899,2,0,1622,1.0,8000000,SI,0.0,0.018814966082572937,0
3474,M,440000.0,33,MED,SOL,85,91.0,SANTIAGO,68171,248092,0,0,877,0,325,2.0,900000,NO,0.0,0.11865843087434769,1
3475,M,1348000.0,38,MED,CAS,69,55.0,SANTA MARIA,0,1994151,0,0,0,2138,478,0.0,4600000,NO,0.0,0.006490928586572409,0
3476,M,450000.0,37,MED,CAS,47,66.0,VALPARAISO,0,31438,0,0,30,0,0,1.0,900000,NO,0.0,0.0354749821126461,0
3477,F,1400000.0,45,MED,CAS,31,119.0,SANTIAGO,106067,112145,0,232462,976,0,0,3.0,4900000,NO,0.0,0.10223857313394547,1
3478,M,7000000.0,43,UNV,VIU,90,80.0,SANTIAGO,0,0,1410009,0,1,4669,4285,1.0,2600000,NO,1.0,0.9904072880744934,1
3479,F,70000.0,55,MED,SOL,84,99.0,SANTIAGO,0,68180,0,21604,93,0,121,1.0,1900000,SI,0.0,0.16706939041614532,1
3480,F,7200000.0,38,MED,VIU,53,91.0,SANTIAGO,0,67209,0,0,50,488,0,1.0,4000000,NO,0.0,0.012920059263706207,0
3481,F,784000.0,45,UNV,CAS,32,116.0,SANTIAGO,0,127392,0,0,443,0,0,1.0,3200000,NO,1.0,0.918745756149292,1
3482,F,702000.0,33,UNV,CAS,90,80.0,SANTIAGO,671758,433121,0,0,1037,0,421,1.0,1400000,NO,0.0,0.10648385435342789,1
3483,M,1122000.0,54,UNV,CAS,27,226.0,CONCEPCION,1215485,403100,0,85234,411,0,0,1.0,2700000,NO,1.0,0.8657466769218445,1
3484,F,55900.0,57,MED,SOL,102,88.0,SANTIAGO,0,1093949,0,274117,1,0,0,1.0,8000000,SI,0.0,0.00462344428524375,0
3485,M,500000.0,47,UNV,SOL,138,1.0,ARICA,0,1817,0,104145,169,0,1193,1.0,1800000,NO,1.0,0.9181962609291077,1
3486,M,5100000.0,53,UNV,CAS,155,88.0,SANTIAGO,0,2451447,0,0,6,0,96337,1.0,8000000,NO,1.0,0.9252119660377502,1
3487,M,8780000.0,44,UNV,CAS,53,106.0,SANTIAGO,6394,266164,1255668,3703,820,0,4,1.0,4100000,NO,1.0,0.9913852214813232,1
3488,M,7500000.0,43,UNV,CAS,80,88.0,SANTIAGO,0,48969,0,123511,4237,9549,704,3.0,1100000,NO,1.0,0.9937350153923035,1
3489,F,500000.0,25,UNV,CAS,138,1.0,ARICA,0,156670,0,122385,60,0,0,1.0,1700000,NO,0.0,0.3369167745113373,1
3490,F,818000.0,49,UNV,CAS,31,119.0,SANTIAGO,464201,58756,0,252174,349,7264,330,2.0,2400000,NO,1.0,0.9067538380622864,1
3491,F,500000.0,48,UNV,CAS,138,1.0,ARICA,0,0,0,0,0,0,1681,1.0,2000000,SI,1.0,0.7768411636352539,1
3492,F,94600.0,41,TEC,SOL,30,91.0,SANTIAGO,0,365616,0,0,120,0,171,1.0,1800000,SI,0.0,0.01780725084245205,0
3493,F,832000.0,38,TEC,CAS,51,88.0,SANTIAGO,0,9579,0,0,459,17238,0,1.0,3700000,NO,0.0,0.01301096472889185,0
3494,M,1380000.0,45,UNV,CAS,31,119.0,SANTIAGO,0,25452,0,701504,1182,42969,2205,2.0,5700000,NO,1.0,0.9683012962341309,1
